Moderna,Pfizer,Janssen
0.28016714793425146,0.2633805006997357,0.3165207460982109
0.40680530875166593,0.11429015705178044,0.100685192234488
0.26971346068414037,0.24033587311460114,0.3272744575561477
0.2145713016437139,0.2063598196236977,0.22658926532165968
0.17849011550422034,0.17849479085678743,0.24571754853444994
0.16628720568636163,0.14696003731923496,0.22125999238675295
0.10064971123944913,0.14593375835795366,0.17148838979824896
0.06592903154153709,0.08238221116467112,0.10097068899885801
