demographic_category,demographic_value,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,booster_recip_count,cumulative_booster_recip_count
Gender,Unknown/undifferentiated,2021-03-06,1187,27872,410,10772,776,17072,1,11,108,6875,259,7034,921,20213,0,0
Gender,Male,2021-03-06,119764,5076726,60345,2539288,55324,2528011,3918,5978,2457,119393,45539,1689956,77459,3364318,0,0
Gender,Female,2021-03-06,156232,7116204,80173,3659629,71386,3445456,4457,6541,2801,149735,60729,2456566,99044,4624298,0,0
Gender,Female,2021-03-07,79668,7195872,46826,3706455,28803,3474259,3984,10525,1315,151050,31064,2487630,52163,4676461,0,0
Gender,Male,2021-03-07,62568,5139294,37045,2576333,22016,2550027,3465,9443,1133,120526,23950,1713906,41780,3406098,0,0
Gender,Unknown/undifferentiated,2021-03-07,839,28711,236,11008,601,17673,2,13,40,6915,65,7099,773,20986,0,0
Gender,Female,2021-03-08,129436,7325308,62164,3768619,60651,3534910,6340,16865,2675,153725,46274,2533904,88644,4765105,0,0
Gender,Male,2021-03-08,108644,5247938,53609,2629942,49244,2599271,5565,15008,2407,122933,36860,1750766,76665,3482763,0,0
Gender,Unknown/undifferentiated,2021-03-08,737,29448,200,11208,529,18202,8,21,61,6976,121,7220,615,21601,0,0
Gender,Unknown/undifferentiated,2021-03-09,768,30216,225,11433,434,18636,109,130,137,7113,267,7487,586,22187,0,0
Gender,Male,2021-03-09,142504,5390442,67441,2697383,66691,2665962,8160,23168,3480,126413,60762,1811528,89128,3571891,0,0
Gender,Female,2021-03-09,169094,7494402,80839,3849458,78828,3613738,9194,26059,3641,157366,76669,2610573,100595,4865700,0,0
Gender,Unknown/undifferentiated,2021-03-10,1370,31586,680,12113,458,19094,232,362,161,7274,513,8000,1051,23238,0,0
Gender,Female,2021-03-10,186323,7680725,92894,3942352,79674,3693412,13480,39539,3370,160736,88596,2699169,110140,4975840,0,0
Gender,Male,2021-03-10,157018,5547460,76497,2773880,67875,2733837,12433,35601,3153,129566,70390,1881918,98207,3670098,0,0
Gender,Unknown/undifferentiated,2021-03-11,1036,32622,509,12622,360,19454,167,529,281,7555,345,8345,771,24009,0,0
Gender,Male,2021-03-11,182729,5730189,86994,2860874,78740,2812577,16890,52491,3640,133206,86973,1968891,111768,3781866,0,0
Gender,Female,2021-03-11,214802,7895527,105005,4047357,91436,3784848,18187,57726,3876,164612,108260,2807429,123558,5099398,0,0
Gender,Male,2021-03-12,185697,5915886,81541,2942415,81005,2893582,22981,75472,4023,137229,93215,2062106,114457,3896323,0,0
Gender,Female,2021-03-12,230710,8126237,104813,4152170,100751,3885599,24898,82624,4304,168916,121062,2928491,133277,5232675,0,0
Gender,Unknown/undifferentiated,2021-03-12,1111,33733,317,12939,667,20121,127,656,206,7761,299,8644,890,24899,0,0
Gender,Male,2021-03-13,134327,6050213,56809,2999224,61715,2955297,15697,91169,2506,139735,60735,2122841,88620,3984943,0,0
Gender,Female,2021-03-13,164539,8290776,73378,4225548,74210,3959809,16797,99421,2714,171630,78615,3007106,101757,5334432,0,0
Gender,Unknown/undifferentiated,2021-03-13,529,34262,230,13169,244,20365,55,711,85,7846,198,8842,383,25282,0,0
Gender,Unknown/undifferentiated,2021-03-14,170,34432,105,13274,52,20417,13,724,12,7858,83,8925,103,25385,0,0
Gender,Female,2021-03-14,89570,8380346,47865,4273413,33872,3993681,7777,107198,1173,172803,46392,3053498,50478,5384910,0,0
Gender,Male,2021-03-14,73218,6123431,38345,3037569,26885,2982182,7947,99116,1031,140766,35049,2157890,45740,4030683,0,0
Gender,Unknown/undifferentiated,2021-03-15,540,34972,156,13430,333,20750,51,775,159,8017,174,9099,377,25762,0,0
Gender,Male,2021-03-15,142047,6265478,68023,3105592,63100,3045282,10784,109900,3107,143873,62077,2219967,89950,4120633,0,0
Gender,Female,2021-03-15,162414,8542760,77552,4350965,73759,4067440,10928,118126,3129,175932,77608,3131106,94708,5479618,0,0
Gender,Female,2021-03-16,205440,8748200,97902,4448867,98279,4165719,9098,127224,3527,179459,90551,3221657,122877,5602495,0,0
Gender,Unknown/undifferentiated,2021-03-16,630,35602,327,13757,266,21016,37,812,111,8128,186,9285,461,26223,0,0
Gender,Male,2021-03-16,184188,6449666,86272,3191864,88608,3133890,9193,119093,3497,147370,75267,2295234,117180,4237813,0,0
Gender,Female,2021-03-17,214613,8962813,107762,4556629,97353,4263072,9352,136576,3850,183309,86142,3307799,136643,5739138,0,0
Gender,Male,2021-03-17,193185,6642851,95389,3287253,87297,3221187,10393,129486,3980,151350,71581,2366815,131052,4368865,0,0
Gender,Unknown/undifferentiated,2021-03-17,807,36409,429,14186,271,21287,107,919,106,8234,343,9628,528,26751,0,0
Gender,Unknown/undifferentiated,2021-03-18,810,37219,405,14591,367,21654,38,957,117,8351,286,9914,533,27284,0,0
Gender,Female,2021-03-18,226269,9189082,118532,4675161,98269,4361341,9312,145888,4133,187442,96860,3404659,137342,5876480,0,0
Gender,Male,2021-03-18,197718,6840569,99440,3386693,87990,3309177,10173,139659,4031,155381,78706,2445521,128163,4497028,0,0
Gender,Unknown/undifferentiated,2021-03-19,1269,38488,604,15195,525,22179,140,1097,161,8512,406,10320,976,28260,0,0
Gender,Male,2021-03-19,198798,7039367,102840,3489533,84126,3393303,11732,151391,4003,159384,81466,2526987,128058,4625086,0,0
Gender,Female,2021-03-19,232791,9421873,124840,4800001,96692,4458033,11103,156991,4334,191776,103088,3507747,139541,6016021,0,0
Gender,Unknown/undifferentiated,2021-03-20,605,39093,410,15605,158,22337,37,1134,110,8622,144,10464,498,28758,0,0
Gender,Male,2021-03-20,143623,7182990,73136,3562669,61903,3455206,8503,159894,2818,162202,49852,2576839,101595,4726681,0,0
Gender,Female,2021-03-20,166541,9588414,89836,4889837,68453,4526486,8136,165127,2964,194740,65336,3573083,108451,6124472,0,0
Gender,Unknown/undifferentiated,2021-03-21,260,39353,195,15800,50,22387,15,1149,26,8648,123,10587,150,28908,0,0
Gender,Male,2021-03-21,70985,7253975,47652,3610321,19235,3474441,4056,163950,1337,163539,26638,2603477,47952,4774633,0,0
Gender,Female,2021-03-21,80737,9669151,56767,4946604,20100,4546586,3808,168935,1367,196107,34685,3607768,49238,6173710,0,0
Gender,Male,2021-03-22,135654,7389629,77441,3687762,52364,3526805,5748,169698,2775,166314,45789,2649266,94898,4869531,0,0
Gender,Female,2021-03-22,150237,9819388,88977,5035581,55284,4601870,5847,174782,2817,198924,55878,3663646,99364,6273074,0,0
Gender,Unknown/undifferentiated,2021-03-22,382,39735,192,15992,166,22553,24,1173,48,8696,138,10725,260,29168,0,0
Gender,Unknown/undifferentiated,2021-03-23,667,40402,347,16339,304,22857,16,1189,92,8788,197,10922,466,29634,0,0
Gender,Male,2021-03-23,179254,7568883,96913,3784675,76362,3603167,5907,175605,3760,170074,67663,2716929,116774,4986305,0,0
Gender,Female,2021-03-23,196130,10015518,109647,5145228,80534,4682404,5825,180607,3920,202844,81051,3744697,119943,6393017,0,0
Gender,Unknown/undifferentiated,2021-03-24,864,41266,497,16836,355,23212,12,1201,98,8886,301,11223,561,30195,0,0
Gender,Male,2021-03-24,191496,7760379,107011,3891686,77598,3680765,6801,182406,4089,174163,76906,2793835,120508,5106813,0,0
Gender,Female,2021-03-24,215828,10231346,125348,5270576,83749,4766153,6618,187225,4305,207149,96967,3841664,124346,6517363,0,0
Gender,Female,2021-03-25,231966,10463312,129294,5399870,94942,4861095,7599,194824,4844,211993,106718,3948382,131645,6649008,0,0
Gender,Male,2021-03-25,208259,7968638,112314,4004000,87388,3768153,8469,190875,4655,178818,87853,2881688,127929,5234742,0,0
Gender,Unknown/undifferentiated,2021-03-25,1036,42302,556,17392,428,23640,51,1252,111,8997,478,11701,579,30774,0,0
Gender,Male,2021-03-26,210906,8179544,110433,4114433,91570,3859723,8820,199695,4889,183707,93741,2975429,125052,5359794,0,0
Gender,Unknown/undifferentiated,2021-03-26,1236,43538,661,18053,537,24177,36,1288,264,9261,358,12059,894,31668,0,0
Gender,Female,2021-03-26,245875,10709187,132885,5532755,104696,4965791,8148,202972,5043,217036,120003,4068385,132845,6781853,0,0
Gender,Female,2021-03-27,176757,10885944,94585,5627340,75900,5041691,6178,209150,3586,220622,93296,4161681,88780,6870633,0,0
Gender,Unknown/undifferentiated,2021-03-27,906,44444,657,18710,237,24414,12,1300,277,9538,355,12414,566,32234,0,0
Gender,Male,2021-03-27,150810,8330354,79107,4193540,65372,3925095,6282,205977,3419,187126,70439,3045868,86000,5445794,0,0
Gender,Unknown/undifferentiated,2021-03-28,525,44969,483,19193,35,24449,7,1307,113,9651,209,12623,300,32534,0,0
Gender,Male,2021-03-28,82944,8413298,52443,4245983,28483,3953578,1985,207962,1378,188504,38004,3083872,46564,5492358,0,0
Gender,Female,2021-03-28,94211,10980155,60922,5688262,31331,5073022,1917,211067,1510,222132,47858,4209539,47805,6918438,0,0
Gender,Female,2021-03-29,172640,11152795,91611,5779873,76102,5149124,4840,215907,3761,225893,81320,4290859,95373,7013811,0,0
Gender,Male,2021-03-29,155233,8568531,83495,4329478,66719,4020297,4945,212907,3543,192047,68160,3152032,91313,5583671,0,0
Gender,Unknown/undifferentiated,2021-03-29,548,45517,223,19416,282,24731,43,1350,78,9729,239,12862,333,32867,0,0
Gender,Unknown/undifferentiated,2021-03-30,938,46455,472,19888,412,25143,54,1404,106,9835,285,13147,668,33535,0,0
Gender,Male,2021-03-30,200049,8768580,100772,4430250,88763,4109060,10402,223309,4705,196752,87841,3239873,121739,5705410,0,0
Gender,Female,2021-03-30,219435,11372230,111384,5891257,98927,5248051,8974,224881,4870,230763,100502,4391361,126899,7140710,0,0
Gender,Female,2021-03-31,234860,11607090,126971,6018228,96095,5344146,11652,236533,5550,236313,108124,4499485,137172,7277882,0,0
Gender,Unknown/undifferentiated,2021-03-31,1227,47682,699,20587,454,25597,74,1478,126,9961,703,13850,575,34110,0,0
Gender,Male,2021-03-31,210793,8979373,114886,4545136,84156,4193216,11647,234956,5418,202170,92886,3332759,128655,5834065,0,0
Gender,Unknown/undifferentiated,2021-04-01,1300,48982,563,21150,595,26192,141,1619,197,10158,632,14482,750,34860,0,0
Gender,Male,2021-04-01,248319,9227692,126833,4671969,99147,4292363,22121,257077,7111,209281,110367,3443126,158451,5992516,0,0
Gender,Female,2021-04-01,269228,11876318,137871,6156099,110361,5454507,20705,257238,7258,243571,125842,4625327,162269,7440151,0,0
Gender,Female,2021-04-02,261675,12137993,127761,6283860,111469,5565976,22267,279505,6587,250158,125465,4750792,157122,7597273,0,0
Gender,Male,2021-04-02,234986,9462678,114559,4786528,97083,4389446,23217,280294,6250,215531,105835,3548961,151254,6143770,0,0
Gender,Unknown/undifferentiated,2021-04-02,1571,50553,478,21628,796,26988,297,1916,154,10312,899,15381,916,35776,0,0
Gender,Female,2021-04-03,178115,12316108,91813,6375673,65267,5631243,20900,300405,3478,253636,92302,4843094,105922,7703195,0,0
Gender,Unknown/undifferentiated,2021-04-03,1564,52117,447,22075,571,27559,546,2462,100,10412,1097,16478,867,36643,0,0
Gender,Male,2021-04-03,164993,9627671,83474,4870002,58886,4448332,22533,302827,3432,218963,80540,3629501,106278,6250048,0,0
Gender,Male,2021-04-04,66562,9694233,34699,4904701,21451,4469783,10374,313201,1316,220279,37325,3666826,39258,6289306,0,0
Gender,Female,2021-04-04,70165,12386273,36868,6412541,23980,5655223,9263,309668,1323,254959,40577,4883671,38406,7741601,0,0
Gender,Unknown/undifferentiated,2021-04-04,476,52593,78,22153,368,27927,30,2492,12,10424,421,16899,84,36727,0,0
Gender,Male,2021-04-05,180176,9874409,92705,4997406,65628,4535411,21733,334934,4014,224293,92002,3758828,109126,6398432,0,0
Gender,Female,2021-04-05,191852,12578125,98105,6510646,72919,5728142,20662,330330,4170,259129,100955,4984626,110622,7852223,0,0
Gender,Unknown/undifferentiated,2021-04-05,983,53576,222,22375,626,28553,135,2627,105,10529,617,17516,476,37203,0,0
Gender,Male,2021-04-06,233877,10108286,118335,5115741,79696,4615107,35738,370672,5048,229341,121141,3879969,147520,6545952,0,0
Gender,Female,2021-04-06,244102,12822227,123642,6634288,87044,5815186,33249,363579,4945,264074,128371,5112997,147743,7999966,0,0
Gender,Unknown/undifferentiated,2021-04-06,1133,54709,440,22815,486,29039,207,2834,117,10646,663,18179,659,37862,0,0
Gender,Male,2021-04-07,242602,10350888,125648,5241389,78758,4693865,38081,408753,5207,234548,125959,4005928,153702,6699654,0,0
Gender,Female,2021-04-07,252162,13074389,131443,6765731,84836,5900022,35716,399295,5209,269283,131981,5244978,154653,8154619,0,0
Gender,Unknown/undifferentiated,2021-04-07,1303,56012,481,23296,638,29677,184,3018,203,10849,585,18764,827,38689,0,0
Gender,Male,2021-04-08,254611,10605499,126474,5367863,81828,4775693,46190,454943,5115,239663,135682,4141610,163904,6863558,0,0
Gender,Female,2021-04-08,267136,13341525,136682,6902413,87744,5987766,42535,441830,5259,274542,142593,5387571,165669,8320288,0,0
Gender,Unknown/undifferentiated,2021-04-08,1371,57383,595,23891,417,30094,359,3377,215,11064,724,19488,936,39625,0,0
Gender,Unknown/undifferentiated,2021-04-09,1904,59287,735,24626,712,30806,457,3834,217,11281,1149,20637,1167,40792,0,0
Gender,Male,2021-04-09,248904,10854403,123100,5490963,82645,4858338,43019,497962,4929,244592,134782,4276392,156009,7019567,0,0
Gender,Female,2021-04-09,268301,13609826,134393,7036806,92667,6080433,41065,482895,5061,279603,146838,5534409,161210,8481498,0,0
Gender,Male,2021-04-10,191416,11045819,85870,5576833,63831,4922169,41611,539573,3625,248217,111058,4387450,121091,7140658,0,0
Gender,Unknown/undifferentiated,2021-04-10,1043,60330,377,25003,296,31102,369,4203,98,11379,735,21372,652,41444,0,0
Gender,Female,2021-04-10,194839,13804665,89824,7126630,68398,6148831,36477,519372,3554,283157,113856,5648265,116514,8598012,0,0
Gender,Male,2021-04-11,97818,11143637,54014,5630847,24478,4946647,19287,558860,1534,249751,57521,4444971,59119,7199777,0,0
Gender,Female,2021-04-11,98626,13903291,55939,7182569,26085,6174916,16543,535915,1557,284714,58128,5706393,56531,8654543,0,0
Gender,Unknown/undifferentiated,2021-04-11,490,60820,315,25318,54,31156,121,4324,43,11422,211,21583,386,41830,0,0
Gender,Unknown/undifferentiated,2021-04-12,846,61666,235,25553,395,31551,215,4539,124,11546,423,22006,613,42443,0,0
Gender,Male,2021-04-12,176546,11320183,90262,5721109,65171,5011818,20986,579846,3787,253538,94161,4539132,102484,7302261,0,0
Gender,Female,2021-04-12,178476,14081767,91714,7274283,67320,6242236,19277,555192,3636,288350,97663,5804056,99053,8753596,0,0
Gender,Male,2021-04-13,224070,11544253,125759,5846868,97706,5109524,500,580346,5310,258848,97637,4636769,126005,7428266,0,0
Gender,Female,2021-04-13,226275,14308042,126540,7400823,99120,6341356,462,555654,5062,293412,102799,5906855,122888,8876484,0,0
Gender,Unknown/undifferentiated,2021-04-13,1188,62854,659,26212,476,32027,53,4592,228,11774,373,22379,811,43254,0,0
Gender,Male,2021-04-14,233338,11777591,131531,5978399,101480,5211004,188,580534,5245,264093,110266,4747035,122134,7550400,0,0
Gender,Female,2021-04-14,236940,14544982,132673,7533496,103869,6445225,194,555848,5083,298495,116120,6022975,119727,8996211,0,0
Gender,Unknown/undifferentiated,2021-04-14,1139,63993,661,26873,471,32498,5,4597,175,11949,365,22744,734,43988,0,0
Gender,Male,2021-04-15,254148,12031739,149006,6127405,104776,5315780,210,580744,5385,269478,109409,4856444,143551,7693951,0,0
Gender,Female,2021-04-15,256866,14801848,148355,7681851,108119,6553344,190,556038,5352,303847,117846,6140821,137703,9133914,0,0
Gender,Unknown/undifferentiated,2021-04-15,1336,65329,779,27652,555,33053,2,4599,230,12179,405,23149,896,44884,0,0
Gender,Male,2021-04-16,245055,12276794,138079,6265484,106642,5422422,194,580938,6412,275890,111184,4967628,132850,7826801,0,0
Gender,Female,2021-04-16,251683,15053531,140909,7822760,110422,6663766,171,556209,5870,309717,122103,6262924,128450,9262364,0,0
Gender,Unknown/undifferentiated,2021-04-16,1500,66829,820,28472,680,33733,0,4599,332,12511,639,23788,833,45717,0,0
Gender,Male,2021-04-17,180450,12457244,100772,6366256,79516,5501938,41,580979,4343,280233,75656,5043284,104012,7930813,0,0
Gender,Female,2021-04-17,178432,15231963,100166,7922926,78081,6741847,45,556254,3782,313499,80283,6343207,97265,9359629,0,0
Gender,Unknown/undifferentiated,2021-04-17,753,67582,472,28944,281,34014,0,4599,167,12678,195,23983,542,46259,0,0
Gender,Male,2021-04-18,85864,12543108,55403,6421659,30401,5532339,17,580996,1571,281804,40633,5083917,44815,7975628,0,0
Gender,Female,2021-04-18,83341,15315304,53761,7976687,29496,6771343,25,556279,1501,315000,42186,6385393,40729,9400358,0,0
Gender,Unknown/undifferentiated,2021-04-18,440,68022,344,29288,95,34109,0,4599,111,12789,210,24193,229,46488,0,0
Gender,Male,2021-04-19,167343,12710451,95775,6517434,71363,5603702,75,581071,3686,285490,86544,5170461,80026,8055654,0,0
Gender,Female,2021-04-19,165237,15480541,94587,8071274,70393,6841736,63,556342,3310,318310,90499,6475892,73820,9474178,0,0
Gender,Unknown/undifferentiated,2021-04-19,698,68720,239,29527,459,34568,0,4599,118,12907,212,24405,469,46957,0,0
Gender,Male,2021-04-20,218490,12928941,116745,6634179,101538,5705240,75,581146,4727,290217,108398,5278859,109050,8164704,0,0
Gender,Female,2021-04-20,212709,15693250,115516,8186790,96918,6938654,61,556403,4092,322402,111871,6587763,99671,9573849,0,0
Gender,Unknown/undifferentiated,2021-04-20,971,69691,439,29966,531,35099,1,4600,140,13047,420,24825,536,47493,0,0
Gender,Male,2021-04-21,230362,13159303,131594,6765773,98416,5803656,205,581351,4922,295139,117109,5395968,112032,8276736,0,0
Gender,Female,2021-04-21,227829,15921079,132110,8318900,95316,7033970,181,556584,4599,327001,121921,6709684,104479,9678328,0,0
Gender,Unknown/undifferentiated,2021-04-21,820,70511,391,30357,429,35528,0,4600,115,13162,364,25189,445,47938,0,0
Gender,Unknown/undifferentiated,2021-04-22,989,71500,470,30827,517,36045,0,4600,161,13323,399,25588,561,48499,0,0
Gender,Male,2021-04-22,239351,13398654,136005,6901778,103111,5906767,66,581417,5617,300756,129529,5525497,108623,8385359,0,0
Gender,Female,2021-04-22,237037,16158116,136934,8455834,99834,7133804,53,556637,4920,331921,134859,6844543,100825,9779153,0,0
Gender,Female,2021-04-23,235263,16393379,135488,8591322,99524,7233328,65,556702,5081,337002,132051,6976594,101945,9881098,0,0
Gender,Unknown/undifferentiated,2021-04-23,1197,72697,545,31372,652,36697,0,4600,252,13575,552,26140,644,49143,0,0
Gender,Male,2021-04-23,232614,13631268,132728,7034506,99696,6006463,53,581470,5632,306388,124601,5650098,106804,8492163,0,0
Gender,Male,2021-04-24,173584,13804852,108080,7142586,65280,6071743,122,581592,4565,310953,83308,5733406,89494,8581657,0,0
Gender,Female,2021-04-24,167963,16561342,105807,8697129,61917,7295245,105,556807,3897,340899,85523,7062117,81504,9962602,0,0
Gender,Unknown/undifferentiated,2021-04-24,851,73548,526,31898,324,37021,1,4601,190,13765,339,26479,479,49622,0,0
Gender,Male,2021-04-25,80592,13885444,52750,7195336,27732,6099475,55,581647,1835,312788,36011,5769417,44205,8625862,0,0
Gender,Female,2021-04-25,76547,16637889,49997,8747126,26453,7321698,44,556851,1629,342528,37147,7099264,38972,10001574,0,0
Gender,Unknown/undifferentiated,2021-04-25,211,73759,128,32026,83,37104,0,4601,25,13790,79,26558,129,49751,0,0
Gender,Male,2021-04-26,160595,14046039,92804,7288140,66566,6166041,1072,582719,3751,316539,88559,5857976,72122,8697984,0,0
Gender,Female,2021-04-26,157787,16795676,91769,8838895,65198,7386896,616,557467,3417,345945,90839,7190103,66526,10068100,0,0
Gender,Unknown/undifferentiated,2021-04-26,559,74318,228,32254,316,37420,15,4616,87,13877,283,26841,284,50035,0,0
Gender,Male,2021-04-27,197318,14243357,107984,7396124,84497,6250538,4697,587416,4662,321201,116237,5974213,84747,8782731,0,0
Gender,Female,2021-04-27,192552,16988228,107284,8946179,82531,7469427,2545,560012,4231,350176,116782,7306885,77197,10145297,0,0
Gender,Unknown/undifferentiated,2021-04-27,779,75097,322,32576,448,37868,9,4625,100,13977,388,27229,390,50425,0,0
Gender,Male,2021-04-28,189535,14432892,108197,7504321,75771,6326309,5439,592855,5106,326307,110309,6084522,83610,8866341,0,0
Gender,Female,2021-04-28,186681,17174909,108330,9054509,75043,7544470,3150,563162,4524,354700,111292,7418177,77318,10222615,0,0
Gender,Unknown/undifferentiated,2021-04-28,698,75795,332,32908,344,38212,22,4647,97,14074,323,27552,386,50811,0,0
Gender,Male,2021-04-29,194313,14627205,110932,7615253,77714,6404023,5543,598398,4924,331231,121597,6206119,77119,8943460,0,0
Gender,Female,2021-04-29,192760,17367669,112624,9167133,76782,7621252,3206,566368,4417,359117,123468,7541645,71309,10293924,0,0
Gender,Unknown/undifferentiated,2021-04-29,829,76624,357,33265,440,38652,32,4679,162,14236,419,27971,421,51232,0,0
Gender,Male,2021-04-30,198498,14825703,112201,7727454,80087,6484110,6113,604511,5063,336294,121789,6327908,81684,9025144,0,0
Gender,Female,2021-04-30,202819,17570488,117408,9284541,81485,7702737,3767,570135,4462,363579,127223,7668868,78140,10372064,0,0
Gender,Unknown/undifferentiated,2021-04-30,1064,77688,593,33858,441,39093,30,4709,190,14426,605,28576,478,51710,0,0
Gender,Male,2021-05-01,134632,14960335,83915,7811369,46246,6530356,4378,608889,3359,339653,83959,6411867,53974,9079118,0,0
Gender,Female,2021-05-01,130787,17701275,83335,9367876,44693,7747430,2654,572789,2906,366485,83570,7752438,48885,10420949,0,0
Gender,Unknown/undifferentiated,2021-05-01,499,78187,319,34177,170,39263,10,4719,119,14545,189,28765,306,52016,0,0
Gender,Male,2021-05-02,62953,15023288,43484,7854853,16790,6547146,2654,611543,1378,341031,40216,6452083,25018,9104136,0,0
Gender,Female,2021-05-02,59722,17760997,42245,9410121,15882,7763312,1559,574348,1222,367707,39340,7791778,21540,10442489,0,0
Gender,Unknown/undifferentiated,2021-05-02,387,78574,325,34502,37,39300,25,4744,44,14589,239,29004,167,52183,0,0
Gender,Male,2021-05-03,131651,15154939,78837,7933690,46768,6593914,5969,617512,2804,343835,91735,6543818,45154,9149290,0,0
Gender,Female,2021-05-03,128326,17889323,78544,9488665,46263,7809575,3403,577751,2728,370435,89655,7881433,41281,10483770,0,0
Gender,Unknown/undifferentiated,2021-05-03,666,79240,385,34887,244,39544,37,4781,145,14734,385,29389,310,52493,0,0
Gender,Male,2021-05-04,173466,15328405,104247,8037937,62401,6656315,6732,624244,3686,347521,122289,6666107,57013,9206303,0,0
Gender,Female,2021-05-04,167454,18056777,102506,9591171,61012,7870587,3828,581579,3358,373793,118427,7999860,52002,10535772,0,0
Gender,Unknown/undifferentiated,2021-05-04,655,79895,353,35240,275,39819,27,4808,108,14842,379,29768,298,52791,0,0
Gender,Unknown/undifferentiated,2021-05-05,842,80737,478,35718,304,40123,60,4868,97,14939,549,30317,330,53121,0,0
Gender,Male,2021-05-05,178819,15507224,110788,8148725,60995,6717310,6946,631190,4044,351565,128126,6794233,56646,9262949,0,0
Gender,Female,2021-05-05,173573,18230350,109230,9700401,60435,7931022,3766,585345,3593,377386,124402,8124262,51905,10587677,0,0
Gender,Male,2021-05-06,187839,15695063,122483,8271208,58081,6775391,7173,638363,3898,355463,140279,6934512,53623,9316572,0,0
Gender,Unknown/undifferentiated,2021-05-06,909,81646,554,36272,310,40433,45,4913,160,15099,570,30887,370,53491,0,0
Gender,Female,2021-05-06,181851,18412201,119902,9820303,57856,7988878,3968,589313,3551,380937,135099,8259361,49585,10637262,0,0
Gender,Male,2021-05-07,184986,15880049,115737,8386945,62544,6837935,6630,644993,4161,359624,134711,7069223,55867,9372439,0,0
Gender,Unknown/undifferentiated,2021-05-07,894,82540,379,36651,483,40916,32,4945,68,15167,644,31531,277,53768,0,0
Gender,Female,2021-05-07,182071,18594272,114646,9934949,63452,8052330,3846,593159,3777,384714,132107,8391468,52698,10689960,0,0
Gender,Male,2021-05-08,126584,16006633,79453,8466398,42159,6880094,4908,649901,3140,362764,90662,7159885,40095,9412534,0,0
Gender,Unknown/undifferentiated,2021-05-08,448,82988,298,36949,128,41044,22,4967,55,15222,312,31843,149,53917,0,0
Gender,Female,2021-05-08,117181,18711453,75623,10010572,38966,8091296,2509,595668,2414,387128,85446,8476914,33576,10723536,0,0
Gender,Unknown/undifferentiated,2021-05-09,151,83139,106,37055,44,41088,1,4968,23,15245,89,31932,62,53979,0,0
Gender,Male,2021-05-09,53195,16059828,39772,8506170,11328,6891422,2077,651978,1657,364421,39181,7199066,15804,9428338,0,0
Gender,Female,2021-05-09,46686,18758139,35672,10046244,9857,8101153,1122,596790,1388,388516,34842,8511756,12675,10736211,0,0
Gender,Male,2021-05-10,112056,16171884,63464,8569634,43091,6934513,5420,657398,2678,367099,84576,7283642,32224,9460562,0,0
Gender,Unknown/undifferentiated,2021-05-10,559,83698,242,37297,276,41364,41,5009,59,15304,375,32307,224,54203,0,0
Gender,Female,2021-05-10,104100,18862239,60291,10106535,40678,8141831,3035,599825,2463,390979,77764,8589520,28697,10764908,0,0
Gender,Male,2021-05-11,147568,16319452,83287,8652921,58232,6992745,5964,663362,3484,370583,109249,7392891,43459,9504021,0,0
Gender,Unknown/undifferentiated,2021-05-11,588,84286,266,37563,290,41654,32,5041,80,15384,351,32658,259,54462,0,0
Gender,Female,2021-05-11,139129,19001368,80551,10187086,55196,8197027,3269,603094,3019,393998,101566,8691086,40072,10804980,0,0
Gender,Male,2021-05-12,144710,16464162,83220,8736141,55116,7047861,6287,669649,3364,373947,106426,7499317,43708,9547729,0,0
Gender,Unknown/undifferentiated,2021-05-12,558,84844,256,37819,256,41910,45,5086,81,15465,317,32975,277,54739,0,0
Gender,Female,2021-05-12,138437,19139805,81175,10268261,53715,8250742,3422,606516,3014,397012,100110,8791196,40948,10845928,0,0
Gender,Male,2021-05-13,167505,16631667,106769,8842910,55578,7103439,5075,674724,3931,377878,106161,7605478,65559,9613288,0,0
Gender,Female,2021-05-13,162223,19302028,105531,10373792,53804,8304546,2760,609276,3632,400644,99071,8890267,65035,10910963,0,0
Gender,Unknown/undifferentiated,2021-05-13,946,85790,506,38325,396,42306,43,5129,108,15573,477,33452,495,55234,0,0
Gender,Unknown/undifferentiated,2021-05-14,919,86709,460,38785,419,42725,40,5169,128,15701,484,33936,471,55705,0,0
Gender,Male,2021-05-14,179540,16811207,113100,8956010,60103,7163542,6251,680975,4214,382092,110924,7716402,73831,9687119,0,0
Gender,Female,2021-05-14,176511,19478539,114076,10487868,58863,8363409,3440,612716,3834,404478,105836,8996103,73192,10984155,0,0
Gender,Unknown/undifferentiated,2021-05-15,640,87349,397,39182,188,42913,54,5223,85,15786,349,34285,337,56042,0,0
Gender,Male,2021-05-15,150256,16961463,102882,9058892,43120,7206662,4187,685162,3443,385535,89400,7805802,64193,9751312,0,0
Gender,Female,2021-05-15,141313,19619852,100031,10587899,39054,8402463,2161,614877,2956,407434,81408,9077511,61304,11045459,0,0
Gender,Unknown/undifferentiated,2021-05-16,244,87593,184,39366,42,42955,18,5241,14,15800,123,34408,138,56180,0,0
Gender,Male,2021-05-16,76576,17038039,57701,9116593,16828,7223490,2014,687176,1764,387299,45953,7851755,32204,9783516,0,0
Gender,Female,2021-05-16,70470,19690322,54807,10642706,14547,8417010,1085,615962,1478,408912,40978,9118489,30217,11075676,0,0
