demographic_category,demographic_value,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,booster_recip_count,cumulative_booster_recip_count
Gender,Unknown/undifferentiated,2021-11-17,233,119352,84,57871,98,52701,12,8468,76,21381,27,49901,130,72270,87,2686
Gender,Male,2021-11-17,111703,26913841,46124,15442460,47071,10126048,3422,1126640,8491,976049,11309,12082670,30748,13618988,70612,2125642
Gender,Female,2021-11-17,123249,30060537,52628,17546715,53358,11396455,2652,894885,8885,968363,11701,13260641,30106,14817625,81673,2650797
Gender,Unknown/undifferentiated,2021-11-18,263,119615,96,57967,127,52828,13,8481,85,21466,24,49925,124,72394,116,2802
Gender,Male,2021-11-18,109017,27022858,46569,15489029,46309,10172357,3212,1129852,8853,984902,10980,12093650,27992,13646980,70744,2196386
Gender,Female,2021-11-18,122777,30183314,53820,17600535,53590,11450045,2648,897533,9465,977828,11343,13271984,28302,14845927,83354,2734151
Gender,Female,2021-11-19,149246,30332560,63463,17663998,65904,11515949,2927,900460,10842,988670,12953,13284937,34614,14880541,101972,2836123
Gender,Unknown/undifferentiated,2021-11-19,288,119903,132,58099,121,52949,14,8495,118,21584,32,49957,159,72553,107,2909
Gender,Male,2021-11-19,125097,27147955,51976,15541005,52867,10225224,3439,1133291,9813,994715,12347,12105997,33370,13680350,80121,2276507
Gender,Male,2021-11-20,75478,27223433,30956,15571961,27881,10253105,2120,1135411,6104,1000819,6857,12112854,25061,13705411,44168,2320675
Gender,Unknown/undifferentiated,2021-11-20,134,120037,61,58160,45,52994,9,8504,48,21632,11,49968,75,72628,54,2963
Gender,Female,2021-11-20,84145,30416705,35064,17699062,32801,11548750,1810,902270,6354,995024,6689,13291626,24978,14905519,52780,2888903
Gender,Male,2021-11-21,35866,27259299,16007,15587968,14295,10267400,821,1136232,3583,1004402,3720,12116574,10293,13715704,22031,2342706
Gender,Unknown/undifferentiated,2021-11-21,46,120083,24,58184,15,53009,1,8505,15,21647,5,49973,24,72652,19,2982
Gender,Female,2021-11-21,39622,30456327,17717,17716779,16561,11565311,600,902870,3675,998699,3394,13295020,10095,14915614,26095,2914998
Gender,Male,2021-11-22,112310,27371609,48699,15636667,47026,10314426,3201,1139433,9072,1013474,11334,12127908,28468,13744172,73255,2415961
Gender,Unknown/undifferentiated,2021-11-22,175,120258,68,58252,88,53097,8,8513,39,21686,20,49993,56,72708,99,3081
Gender,Female,2021-11-22,123904,30580231,55099,17771878,52861,11618172,2550,905420,9781,1008480,11521,13306541,28791,14944405,83874,2998872
Gender,Male,2021-11-23,119877,27491486,52325,15688992,49494,10363920,3528,1142961,9979,1023453,11935,12139843,29828,13774000,78910,2494871
Gender,Unknown/undifferentiated,2021-11-23,246,120504,99,58351,112,53209,19,8532,78,21764,37,50030,118,72826,99,3180
Gender,Female,2021-11-23,127986,30708217,57835,17829713,53555,11671727,2566,907986,10419,1018899,11749,13318290,29514,14973919,86965,3085837
Gender,Male,2021-11-24,102089,27593575,45069,15734061,40888,10404808,3303,1146264,8609,1032062,11936,12151779,25514,13799514,65494,2560365
Gender,Unknown/undifferentiated,2021-11-24,178,120682,77,58428,74,53283,13,8545,48,21812,26,50056,80,72906,81,3261
Gender,Female,2021-11-24,105565,30813782,48035,17877748,42554,11714281,2383,910369,8967,1027866,11333,13329623,25156,14999075,69377,3155214
Gender,Female,2021-11-25,2421,30816203,1190,17878938,966,11715247,95,910464,294,1028160,488,13330111,519,14999594,1432,3156646
Gender,Unknown/undifferentiated,2021-11-25,5,120687,2,58430,3,53286,0,8545,1,21813,1,50057,2,72908,2,3263
Gender,Male,2021-11-25,2703,27596278,1146,15735207,1231,10406039,168,1146432,319,1032381,548,12152327,576,13800090,1614,2561979
Gender,Unknown/undifferentiated,2021-11-26,76,120763,26,58456,33,53319,6,8551,23,21836,18,50075,31,72939,32,3295
Gender,Male,2021-11-26,72240,27668518,33175,15768382,27476,10433515,1713,1148145,6401,1038782,11718,12164045,15949,13816039,44896,2606875
Gender,Female,2021-11-26,82406,30898609,38722,17917660,32622,11747869,1434,911898,6911,1035071,12343,13342454,16017,15015611,54094,3210740
Gender,Female,2021-11-27,60914,30959523,25441,17943101,22869,11770738,1051,912949,4889,1039960,13025,13355479,10911,15026522,37072,3247812
Gender,Unknown/undifferentiated,2021-11-27,99,120862,39,58495,34,53353,6,8557,36,21872,16,50091,54,72993,33,3328
Gender,Male,2021-11-27,54934,27723452,22822,15791204,19426,10452941,1245,1149390,4557,1043339,12773,12176818,10815,13826854,31555,2638430
Gender,Male,2021-11-28,31024,27754476,12702,15803906,11331,10464272,658,1150048,2927,1046266,8286,12185104,5667,13832521,17204,2655634
Gender,Unknown/undifferentiated,2021-11-28,35,120897,19,58514,6,53359,6,8563,9,21881,12,50103,17,73010,11,3339
Gender,Female,2021-11-28,34130,30993653,14299,17957400,12983,11783721,490,913439,3067,1043027,8284,13363763,5806,15032328,20071,3267883
Gender,Male,2021-11-29,103498,27857974,43665,15847571,37743,10502015,2988,1153036,8378,1054644,25634,12210738,18072,13850593,60582,2716216
Gender,Unknown/undifferentiated,2021-11-29,201,121098,82,58596,95,53454,5,8568,59,21940,43,50146,70,73080,90,3429
Gender,Female,2021-11-29,113582,31107235,49298,18006698,42965,11826686,2400,915839,8587,1051614,26158,13389921,18069,15050397,69720,3337603
Gender,Male,2021-11-30,120284,27978258,51403,15898974,43933,10545948,3634,1156670,9356,1064000,27451,12238189,20786,13871379,72814,2789030
Gender,Unknown/undifferentiated,2021-11-30,257,121355,104,58700,118,53572,17,8585,76,22016,51,50197,102,73182,110,3539
Gender,Female,2021-11-30,130447,31237682,57567,18064265,48807,11875493,2916,918755,9943,1061557,27873,13417794,21329,15071726,81571,3419174
Gender,Male,2021-12-01,134848,28113106,53998,15952972,52265,10598213,3518,1160188,10835,1074835,29715,12267904,24121,13895500,81527,2870557
Gender,Unknown/undifferentiated,2021-12-01,288,121643,133,58833,121,53693,11,8596,98,22114,41,50238,115,73297,127,3666
Gender,Female,2021-12-01,144256,31381938,60437,18124702,56655,11932148,2663,921418,11325,1072882,29685,13447479,24041,15095767,90550,3509724
Gender,Male,2021-12-02,138103,28251209,54742,16007714,56187,10654400,3902,1164090,10842,1085677,28566,12296470,22989,13918489,87201,2957758
Gender,Unknown/undifferentiated,2021-12-02,328,121971,125,58958,146,53839,40,8636,99,22213,71,50309,149,73446,143,3809
Gender,Female,2021-12-02,147272,31529210,62373,18187075,59106,11991254,2906,924324,11452,1084334,28729,13476208,23370,15119137,95416,3605140
Gender,Unknown/undifferentiated,2021-12-03,479,122450,171,59129,243,54082,22,8658,183,22396,62,50371,232,73678,195,4004
Gender,Female,2021-12-03,172237,31701447,71318,18258393,67997,12059251,2951,927275,13026,1097360,35739,13511947,26394,15145531,110204,3715344
Gender,Male,2021-12-03,151836,28403045,59590,16067304,58170,10712570,3760,1167850,11884,1097561,35269,12331739,25608,13944097,91647,3049405
Gender,Unknown/undifferentiated,2021-12-04,277,122727,122,59251,71,54153,18,8676,68,22464,58,50429,102,73780,120,4124
Gender,Male,2021-12-04,89967,28493012,32710,16100014,28568,10741138,1850,1169700,7204,1104765,27819,12359558,15583,13959680,46854,3096259
Gender,Female,2021-12-04,96555,31798002,36427,18294820,31934,12091185,1415,928690,7511,1104871,27816,13539763,15546,15161077,53253,3768597
Gender,Unknown/undifferentiated,2021-12-05,42,122769,23,59274,9,54162,4,8680,19,22483,9,50438,23,73803,12,4136
Gender,Male,2021-12-05,41556,28534568,16293,16116307,14595,10755733,817,1170517,4037,1108802,11446,12371004,7571,13967251,22731,3118990
Gender,Female,2021-12-05,43138,31841140,17556,18312376,15244,12106429,577,929267,3921,1108792,11212,13550975,7304,15168381,24675,3793272
Gender,Unknown/undifferentiated,2021-12-06,189,122958,77,59351,83,54245,7,8687,55,22538,27,50465,78,73881,85,4221
Gender,Male,2021-12-06,118032,28652600,51805,16168112,45719,10801452,3391,1173908,10601,1119403,23102,12394106,21144,13988395,74424,3193414
Gender,Female,2021-12-06,127875,31969015,58409,18370785,50282,12156711,2457,931724,10998,1119790,23155,13574130,21040,15189421,83896,3877168
Gender,Unknown/undifferentiated,2021-12-07,242,123200,113,59464,100,54345,6,8693,61,22599,36,50501,84,73965,125,4346
Gender,Male,2021-12-07,128156,28780756,55917,16224029,50049,10851501,3506,1177414,10833,1130236,24214,12418320,22414,14010809,82075,3275489
Gender,Female,2021-12-07,136545,32105560,62830,18433615,53003,12209714,2473,934197,11446,1131236,24303,13598433,22497,15211918,89834,3967002
Gender,Unknown/undifferentiated,2021-12-08,331,123531,143,59607,130,54475,8,8701,106,22705,66,50567,127,74092,140,4486
Gender,Male,2021-12-08,128720,28909476,55301,16279330,48551,10900052,3489,1180903,10573,1140809,26203,12444523,22794,14033603,80353,3355842
Gender,Female,2021-12-08,137138,32242698,62693,18496308,51223,12260937,2493,936690,11359,1142595,25791,13624224,23231,15235149,88310,4055312
Gender,Unknown/undifferentiated,2021-12-09,319,123850,129,59736,164,54639,11,8712,114,22819,33,50600,133,74225,153,4639
Gender,Male,2021-12-09,124987,29034463,55489,16334819,47596,10947648,3116,1184019,10762,1151571,22887,12467410,22285,14055888,80364,3436206
Gender,Female,2021-12-09,132279,32374977,61419,18557727,50123,12311060,2203,938893,11191,1153786,22847,13647071,21896,15257045,87608,4142920
Gender,Unknown/undifferentiated,2021-12-10,329,124179,142,59878,141,54780,8,8720,121,22940,52,50652,138,74363,139,4778
Gender,Male,2021-12-10,133867,29168330,56294,16391113,50367,10998015,3235,1187254,10461,1162032,28008,12495418,22438,14078326,83860,3520066
Gender,Female,2021-12-10,152329,32527306,67015,18624742,59201,12370261,2421,941314,11522,1165308,28328,13675399,23235,15280280,100667,4243587
Gender,Unknown/undifferentiated,2021-12-11,239,124418,104,59982,101,54881,14,8734,64,23004,35,50687,82,74445,124,4902
Gender,Male,2021-12-11,79967,29248297,33452,16424565,25424,11023439,1587,1188841,7024,1169056,21146,12516564,14585,14092911,44482,3564548
Gender,Female,2021-12-11,84884,32612190,36582,18661324,27989,12398250,1206,942520,7436,1172744,20769,13696168,14559,15294839,49639,4293226
Gender,Unknown/undifferentiated,2021-12-12,98,124516,46,60028,28,54909,8,8742,37,23041,20,50707,48,74493,36,4938
Gender,Male,2021-12-12,35697,29283994,16171,16440736,13037,11036476,663,1189504,3845,1172901,7682,12524246,6670,14099581,21433,3585981
Gender,Female,2021-12-12,37102,32649292,17152,18678476,13712,12411962,491,943011,3954,1176698,7412,13703580,6593,15301432,23076,4316302
Gender,Unknown/undifferentiated,2021-12-13,215,124731,94,60122,101,55010,13,8755,71,23112,21,50728,83,74576,113,5051
Gender,Male,2021-12-13,106851,29390845,49254,16489990,40654,11077130,2576,1192080,9484,1182385,19852,12544098,18290,14117871,69130,3655111
Gender,Female,2021-12-13,113581,32762873,54217,18732693,42986,12454948,1861,944872,9801,1186499,19962,13723542,18247,15319679,75411,4391713
Gender,Male,2021-12-14,114686,29505531,53725,16543715,42805,11119935,2837,1194917,10102,1192487,20496,12564594,19673,14137544,75003,3730114
Gender,Unknown/undifferentiated,2021-12-14,253,124984,117,60239,111,55121,7,8762,94,23206,35,50763,115,74691,104,5155
Gender,Female,2021-12-14,116230,32879103,56441,18789134,42847,12497795,1881,946753,9968,1196467,19821,13743363,18793,15338472,77652,4469365
Gender,Unknown/undifferentiated,2021-12-15,306,125290,159,60398,117,55238,10,8772,112,23318,36,50799,140,74831,138,5293
Gender,Male,2021-12-15,116212,29621743,54432,16598147,43705,11163640,2844,1197761,10397,1202884,19647,12584241,20631,14158175,76452,3806566
Gender,Female,2021-12-15,120975,33000078,58857,18847991,45385,12543180,1968,948721,10473,1206940,19233,13762596,20130,15358602,81598,4550963
Gender,Unknown/undifferentiated,2021-12-16,339,125629,137,60535,174,55412,10,8782,123,23441,40,50839,148,74979,155,5448
Gender,Male,2021-12-16,112457,29734200,55493,16653640,44101,11207741,2600,1200361,10661,1213545,11509,12595750,21603,14179778,79754,3886320
Gender,Female,2021-12-16,119107,33119185,60353,18908344,46849,12590029,1868,950589,10725,1217665,11188,13773784,21086,15379688,86714,4637677
Gender,Male,2021-12-17,125524,29859724,58097,16711737,48830,11256571,2170,1202531,11186,1224731,18105,12613855,23712,14203490,83923,3970243
Gender,Unknown/undifferentiated,2021-12-17,428,126057,181,60716,204,55616,15,8797,129,23570,43,50882,173,75152,217,5665
Gender,Female,2021-12-17,138731,33257916,66199,18974543,55032,12645061,1564,952153,11788,1229453,18165,13791949,23645,15403333,96660,4734337
Gender,Male,2021-12-18,71050,29930774,33401,16745138,25230,11281801,947,1203478,7199,1231930,11522,12625377,14636,14218126,44873,4015116
Gender,Unknown/undifferentiated,2021-12-18,273,126330,123,60839,117,55733,11,8808,86,23656,23,50905,102,75254,151,5816
Gender,Female,2021-12-18,75058,33332974,36114,19010657,26928,12671989,706,952859,7207,1236660,11342,13803291,14138,15417471,49432,4783769
Gender,Male,2021-12-19,35856,29966630,18294,16763432,13685,11295486,404,1203882,4542,1236472,4660,12630037,7432,14225558,23719,4038835
Gender,Unknown/undifferentiated,2021-12-19,89,126419,50,60889,24,55757,2,8810,37,23693,8,50913,45,75299,34,5850
Gender,Female,2021-12-19,38279,33371253,19810,19030467,14638,12686627,276,953135,4585,1241245,4673,13807964,7447,15424918,26026,4809795
Gender,Male,2021-12-20,120919,30087549,58322,16821754,46951,11342437,1864,1205746,11907,1248379,16228,12646265,23144,14248702,81656,4120491
Gender,Unknown/undifferentiated,2021-12-20,219,126638,105,60994,101,55858,3,8813,59,23752,16,50929,70,75369,128,5978
Gender,Female,2021-12-20,128624,33499877,64016,19094483,49415,12736042,1359,954494,12402,1253647,16262,13824226,23459,15448377,88657,4898452
Gender,Unknown/undifferentiated,2021-12-21,329,126967,155,61149,150,56008,7,8820,95,23847,24,50953,115,75484,190,6168
Gender,Male,2021-12-21,130979,30218528,63339,16885093,51738,11394175,1933,1207679,13128,1261507,16780,12663045,24691,14273393,89385,4209876
Gender,Female,2021-12-21,137126,33637003,68859,19163342,53023,12789065,1409,955903,13411,1267058,16709,13840935,24619,15472996,95416,4993868
Gender,Unknown/undifferentiated,2021-12-22,423,127390,223,61372,160,56168,10,8830,190,24037,35,50988,222,75706,172,6340
Gender,Male,2021-12-22,128058,30346586,62288,16947381,49913,11444088,1899,1209578,13322,1274829,17305,12680350,24265,14297658,86419,4296295
Gender,Female,2021-12-22,131518,33768521,66543,19229885,50198,12839263,1270,957173,12966,1280024,16923,13857858,23123,15496119,91094,5084962
Gender,Female,2021-12-23,109272,33877793,56015,19285900,41369,12880632,1050,958223,10945,1290969,13291,13871149,19131,15515250,76510,5161472
Gender,Unknown/undifferentiated,2021-12-23,289,127679,122,61494,147,56315,4,8834,73,24110,34,51022,105,75811,154,6494
Gender,Male,2021-12-23,111220,30457806,55529,17002910,43066,11487154,1574,1211152,11606,1286435,13817,12694167,20731,14318389,76576,4372871
Gender,Male,2021-12-24,23902,30481708,12750,17015660,8676,11495830,447,1211599,2873,1289308,3756,12697923,4499,14322888,15654,4388525
Gender,Unknown/undifferentiated,2021-12-24,53,127732,31,61525,14,56329,0,8834,37,24147,1,51023,39,75850,12,6506
Gender,Female,2021-12-24,22568,33900361,12265,19298165,8148,12888780,259,958482,2668,1293637,3369,13874518,3951,15519201,15188,5176660
Gender,Male,2021-12-25,481,30482189,220,17015880,210,11496040,3,1211602,102,1289410,56,12697979,138,14323026,279,4388804
Gender,Unknown/undifferentiated,2021-12-25,1,127733,1,61526,0,56329,0,8834,1,24148,0,51023,1,75851,0,6506
Gender,Female,2021-12-25,479,33900840,228,19298393,207,12888987,6,958488,99,1293736,55,13874573,135,15519336,278,5176938
Gender,Male,2021-12-26,26921,30509110,12815,17028695,10706,11506746,259,1211861,3806,1293216,4951,12702930,5720,14328746,16173,4404977
Gender,Unknown/undifferentiated,2021-12-26,37,127770,19,61545,9,56338,0,8834,14,24162,1,51024,19,75870,16,6522
Gender,Female,2021-12-26,29952,33930792,14248,19312641,12281,12901268,196,958684,4112,1297848,5003,13879576,5960,15525296,18889,5195827
Gender,Male,2021-12-27,100536,30609646,48623,17077318,37899,11544645,1428,1213289,10992,1304208,16102,12719032,19947,14348693,64452,4469429
Gender,Unknown/undifferentiated,2021-12-27,199,127969,91,61636,73,56411,8,8842,71,24233,33,51057,90,75960,81,6603
Gender,Female,2021-12-27,114520,34045312,57587,19370228,43405,12944673,1049,959733,11645,1309493,16588,13896164,20287,15545583,77392,5273219
Gender,Male,2021-12-28,115257,30724903,56434,17133752,42507,11587152,1578,1214867,12339,1316547,17438,12736470,23607,14372300,74151,4543580
Gender,Unknown/undifferentiated,2021-12-28,288,128257,150,61786,103,56514,4,8846,88,24321,56,51113,108,76068,123,6726
Gender,Female,2021-12-28,130236,34175548,65907,19436135,48644,12993317,1222,960955,12830,1322323,17535,13913699,23598,15569181,88678,5361897
Gender,Female,2021-12-29,129228,34304776,65636,19501771,47968,13041285,1367,962322,12782,1335105,16900,13930599,24161,15593342,87799,5449696
Gender,Unknown/undifferentiated,2021-12-29,336,128593,165,61951,120,56634,8,8854,99,24420,32,51145,135,76203,175,6901
Gender,Male,2021-12-29,115893,30840796,56664,17190416,42822,11629974,1839,1216706,12691,1329238,16700,12753170,24785,14397085,74472,4618052
Gender,Unknown/undifferentiated,2021-12-30,283,128876,147,62098,115,56749,7,8861,95,24515,28,51173,122,76325,132,7033
Gender,Male,2021-12-30,107443,30948239,52420,17242836,39195,11669169,1778,1218484,11668,1340906,15428,12768598,23200,14420285,68820,4686872
Gender,Female,2021-12-30,120797,34425573,60532,19562303,45456,13086741,1384,963706,11858,1346963,15371,13945970,22381,15615723,82715,5532411
Gender,Female,2021-12-31,40919,34466492,20268,19582571,16013,13102754,537,964243,4278,1351241,5492,13951462,7399,15623122,27793,5560204
Gender,Unknown/undifferentiated,2021-12-31,50,128926,28,62126,16,56765,2,8863,25,24540,4,51177,29,76354,16,7049
Gender,Male,2021-12-31,36755,30984994,17777,17260613,14172,11683341,663,1219147,4334,1345240,5460,12774058,7715,14428000,23535,4710407
Gender,Male,2022-01-01,4092,30989086,1942,17262555,1527,11684868,94,1219241,672,1345912,695,12774753,1167,14429167,2160,4712567
Gender,Unknown/undifferentiated,2022-01-01,4,128930,2,62128,1,56766,0,8863,3,24543,0,51177,4,76358,0,7049
Gender,Female,2022-01-01,4280,34470772,2123,19584694,1541,13104295,72,964315,660,1351901,626,13952088,1137,15624259,2432,5562636
Gender,Male,2022-01-02,25839,31014925,12746,17275301,9492,11694360,289,1219530,3453,1349365,4736,12779489,5763,14434930,15268,4727835
Gender,Unknown/undifferentiated,2022-01-02,40,128970,26,62154,10,56776,1,8864,11,24554,3,51180,12,76370,23,7072
Gender,Female,2022-01-02,28790,34499562,14422,19599116,10788,13115083,253,964568,3504,1355405,4700,13956788,5770,15630029,18209,5580845
Gender,Male,2022-01-03,95936,31110861,46281,17321582,35644,11730004,1695,1221225,10662,1360027,15135,12794624,21043,14455973,59879,4787714
Gender,Unknown/undifferentiated,2022-01-03,214,129184,104,62258,89,56865,6,8870,68,24622,33,51213,80,76450,102,7174
Gender,Female,2022-01-03,107844,34607406,53536,19652652,40984,13156067,1284,965852,10972,1366377,15318,13972106,20881,15650910,71392,5652237
Gender,Male,2022-01-04,103507,31214368,51095,17372677,37485,11767489,1857,1223082,11024,1371051,15064,12809688,22522,14478495,65933,4853647
Gender,Unknown/undifferentiated,2022-01-04,254,129438,141,62399,92,56957,6,8876,86,24708,29,51242,103,76553,127,7301
Gender,Female,2022-01-04,117076,34724482,59839,19712491,42765,13198832,1442,967294,11674,1378051,15312,13987418,22826,15673736,78683,5730920
Gender,Male,2022-01-05,105077,31319445,51688,17424365,37919,11805408,1791,1224873,11272,1382323,14867,12824555,23511,14502006,66633,4920280
Gender,Unknown/undifferentiated,2022-01-05,299,129737,146,62545,124,57081,5,8881,97,24805,42,51284,123,76676,136,7437
Gender,Female,2022-01-05,119645,34844127,61350,19773841,43550,13242382,1455,968749,11769,1389820,15135,14002553,23418,15697154,80753,5811673
Gender,Female,2022-01-06,125611,34969738,66171,19840012,43740,13286122,1515,970264,12240,1402060,15890,14018443,23824,15720978,85476,5897149
Gender,Male,2022-01-06,108688,31428133,55108,17479473,37183,11842591,1751,1226624,11430,1393753,15516,12840071,23529,14525535,69492,4989772
Gender,Unknown/undifferentiated,2022-01-06,279,130016,134,62679,119,57200,6,8887,108,24913,30,51314,132,76808,118,7555
Gender,Unknown/undifferentiated,2022-01-07,477,130493,244,62923,173,57373,15,8902,187,25100,51,51365,232,77040,200,7755
Gender,Male,2022-01-07,122760,31550893,60870,17540343,42334,11884925,1939,1228563,12313,1406066,18383,12858454,25629,14551164,78548,5068320
Gender,Female,2022-01-07,149134,35118872,75688,19915700,53999,13340121,1775,972039,13436,1415496,19166,14037609,26623,15747601,102812,5999961
Gender,Unknown/undifferentiated,2022-01-08,258,130751,151,63074,79,57452,4,8906,82,25182,19,51384,97,77137,141,7896
Gender,Male,2022-01-08,72268,31623161,38090,17578433,21354,11906279,925,1229488,7918,1413984,11220,12869674,16322,14567486,44666,5112986
Gender,Female,2022-01-08,78861,35197733,41932,19957632,24123,13364244,754,972793,8046,1423542,11209,14048818,15998,15763599,51426,6051387
Gender,Female,2022-01-09,33377,35231110,18136,19975768,11579,13375823,294,973087,4080,1427622,4152,14052970,6982,15770581,22113,6073500
Gender,Unknown/undifferentiated,2022-01-09,59,130810,36,63110,15,57467,1,8907,35,25217,7,51391,38,77175,17,7913
Gender,Male,2022-01-09,30612,31653773,16546,17594979,10320,11916599,380,1229868,3952,1417936,4180,12873854,7120,14574606,19239,5132225
Gender,Male,2022-01-10,90412,31744185,45828,17640807,32439,11949038,1572,1231440,9578,1427514,13268,12887122,19328,14593934,57809,5190034
Gender,Unknown/undifferentiated,2022-01-10,221,131031,106,63216,99,57566,7,8914,91,25308,23,51414,106,77281,95,8008
Gender,Female,2022-01-10,100770,35331880,52625,20028393,36553,13412376,1269,974356,10211,1437833,13396,14066366,19260,15789841,67802,6141302
Gender,Male,2022-01-11,96036,31840221,51232,17692039,31892,11980930,1695,1233135,10412,1437926,13925,12901047,20407,14614341,61625,5251659
Gender,Unknown/undifferentiated,2022-01-11,313,131344,171,63387,111,57677,12,8926,129,25437,29,51443,153,77434,133,8141
Gender,Female,2022-01-11,107022,35438902,58771,20087164,35755,13448131,1368,975724,11086,1448919,13906,14080272,20685,15810526,72064,6213366
Gender,Male,2022-01-12,94168,31934389,49892,17741931,30884,12011814,1642,1234777,10036,1447962,13405,12914452,20460,14634801,60224,5311883
Gender,Unknown/undifferentiated,2022-01-12,316,131660,173,63560,107,57784,9,8935,123,25560,33,51476,149,77583,133,8274
Gender,Female,2022-01-12,104855,35543757,57511,20144675,34507,13482638,1337,977061,10499,1459418,13626,14093898,20390,15830916,70369,6283735
Gender,Male,2022-01-13,90219,32024608,48446,17790377,29318,12041132,1607,1236384,10095,1458057,12399,12926851,19868,14654669,57889,5369772
Gender,Unknown/undifferentiated,2022-01-13,339,131999,169,63729,146,57930,7,8942,155,25715,29,51505,178,77761,132,8406
Gender,Female,2022-01-13,102162,35645919,55947,20200622,34170,13516808,1311,978372,10532,1469950,12548,14106446,19969,15850885,69310,6353045
Gender,Male,2022-01-14,101196,32125804,53229,17843606,33921,12075053,1736,1238120,10555,1468612,11264,12938115,22825,14677494,67001,5436773
Gender,Unknown/undifferentiated,2022-01-14,442,132441,231,63960,164,58094,11,8953,191,25906,34,51539,221,77982,189,8595
Gender,Female,2022-01-14,123399,35769318,66103,20266725,43866,13560674,1452,979824,11300,1481250,11423,14117869,23209,15874094,88275,6441320
Gender,Female,2022-01-15,60820,35830138,34903,20301628,18530,13579204,691,980515,6605,1487855,5538,14123407,12980,15887074,42105,6483425
Gender,Unknown/undifferentiated,2022-01-15,226,132667,148,64108,49,58143,5,8958,90,25996,16,51555,110,78092,100,8695
Gender,Male,2022-01-15,55506,32181310,31527,17875133,16269,12091322,825,1238945,6468,1475080,5705,12943820,13321,14690815,36400,5473173
Gender,Unknown/undifferentiated,2022-01-16,50,132717,30,64138,14,58157,2,8960,21,26017,7,51562,24,78116,18,8713
Gender,Male,2022-01-16,26237,32207547,14962,17890095,8734,12100056,298,1239243,3733,1478813,3196,12947016,6257,14697072,16642,5489815
Gender,Female,2022-01-16,28326,35858464,16223,20317851,9492,13588696,257,980772,3486,1491341,3133,14126540,5825,15892899,19217,6502642
Gender,Female,2022-01-17,73486,35931950,41857,20359708,23453,13612149,876,981648,7660,1499001,9323,14135863,14174,15907073,49627,6552269
Gender,Unknown/undifferentiated,2022-01-17,142,132859,81,64219,46,58203,6,8966,70,26087,20,51582,81,78197,46,8759
Gender,Male,2022-01-17,65450,32272997,36713,17926808,20442,12120498,1047,1240290,7340,1486153,9237,12956253,14175,14711247,41905,5531720
Gender,Male,2022-01-18,76735,32349732,42049,17968857,23685,12144183,1372,1241662,8494,1494647,12810,12969063,16355,14727602,47373,5579093
Gender,Unknown/undifferentiated,2022-01-18,236,133095,137,64356,85,58288,1,8967,120,26207,20,51602,129,78326,85,8844
Gender,Female,2022-01-18,86069,36018019,48324,20408032,27023,13639172,1119,982767,8687,1507688,12780,14148643,16351,15923424,56476,6608745
Gender,Male,2022-01-19,75670,32425402,40253,18009110,23833,12168016,1376,1243038,8116,1502763,12915,12981978,15989,14743591,46432,5625525
Gender,Unknown/undifferentiated,2022-01-19,284,133379,137,64493,122,58410,7,8974,117,26324,33,51635,130,78456,124,8968
Gender,Female,2022-01-19,84902,36102921,46904,20454936,26683,13665855,1135,983902,8384,1516072,12933,14161576,16116,15939540,55317,6664062
Gender,Male,2022-01-20,71208,32496610,38125,18047235,22213,12190229,1309,1244347,7688,1510451,12127,12994105,15056,14758647,43733,5669258
Gender,Unknown/undifferentiated,2022-01-20,217,133596,101,64594,98,58508,4,8978,75,26399,26,51661,93,78549,102,9070
Gender,Female,2022-01-20,82681,36185602,45556,20500492,26221,13692076,1109,985011,8377,1524449,12187,14173763,15838,15955378,54086,6718148
Gender,Male,2022-01-21,82120,32578730,43951,18091186,25982,12216211,1419,1245766,8819,1519270,10690,13004795,18075,14776722,52970,5722228
Gender,Unknown/undifferentiated,2022-01-21,346,133942,182,64776,140,58648,5,8983,133,26532,29,51690,157,78706,163,9233
Gender,Female,2022-01-21,99689,36285291,54773,20555265,33102,13725178,1202,986213,9532,1533981,10864,14184627,18791,15974169,69334,6787482
Gender,Male,2022-01-22,45416,32624146,25984,18117170,13476,12229687,601,1246367,5565,1524835,5080,13009875,10698,14787420,29427,5751655
Gender,Unknown/undifferentiated,2022-01-22,167,134109,107,64883,46,58694,2,8985,83,26615,7,51697,92,78798,68,9301
Gender,Female,2022-01-22,49672,36334963,28899,20584164,14924,13740102,516,986729,5639,1539620,4857,14189484,10447,15984616,34027,6821509
Gender,Male,2022-01-23,21618,32645764,12519,18129689,6617,12236304,323,1246690,3028,1527863,3337,13013212,5114,14792534,13083,5764738
Gender,Unknown/undifferentiated,2022-01-23,31,134140,18,64901,7,58701,2,8987,14,26629,4,51701,17,78815,11,9312
Gender,Female,2022-01-23,22751,36357714,13320,20597484,7012,13747114,232,986961,3003,1542623,3200,14192684,4824,15989440,14581,6836090
Gender,Unknown/undifferentiated,2022-01-24,147,134287,68,64969,60,58761,5,8992,62,26691,20,51721,72,78887,56,9368
Gender,Male,2022-01-24,62363,32708127,34482,18164171,19299,12255603,1136,1247826,7034,1534897,10905,13024117,12951,14805485,38192,5802930
